Source,Relation,Target
GP,bind,NPC1
GP,transport,NPC1
GP,attach,NPC1
VP24,activate,STAT1
VP24,inhibit,STAT1
VP24,induce,STAT1
VP24,phosphorylate,STAT1
VP24,express,STAT1
VP24,prevent,STAT1
VP24,signal,STAT1
GP,interact,NPC1
GP,neutralize,NPC1
VP35,inhibit,IRF3
VP35,suppress,IRF3
VP35,signal,IRF3
VP35,activate,TBK1
VP35,inhibit,TBK1
VP35,induce,TBK1
VP35,phosphorylate,TBK1
VP35,facilitate,TBK1
VP35,sequester,TBK1
VP24,translocate,STAT1
VP40,recognize,CD4
GP,interact,CD44
GP,involve,CD44
GP,express,TLR4
GP,signal,TLR4
GP,express,SOCS1
GP,signal,SOCS1
GP,interact,TLR4
GP,stimulate,TLR4
GP,induce,SOCS1
GP,enhance,TLR4
GP,stimulate,SOCS1
GP,enhance,SOCS1
GP,interact,GP2
GP,associate,TFPI
GP,regulate,TFPI
GP,target,TFPI
GP,associate,CFLAR
GP,regulate,CFLAR
GP,target,CFLAR
GP,associate,DAG1
GP,regulate,DAG1
GP,target,DAG1
VP24,induce,KPNA1
VP24,express,KPNA1
VP24,encode,KPNA1
VP24,impair,KPNA1
VP24,signal,KPNA1
GP,neutralize,PRNT
GP,target,PRNT
GP,bind,PRNT
GP,facilitate,PRNT
GP,impact,PRNT
GP,associate,ADNP
GP,activate,ADNP
GP,mediate,ADNP
GP,interact,FAS
GP,signal,FAS
GP,bind,TLR4
VP35,interact,TBK1
VP35,block,TBK1
GP,associate,CD68
GP,activate,CD68
GP,express,CD68
GP,affect,CD68
GP,disrupt,CD68
GP,impact,CD68
GP,involve,CD68
GP,bind,GP2
GP,mediate,GP2
GP,target,GP2
GP,interact,BST2
GP,associate,BST2
GP,activate,BST2
GP,induce,BST2
VP40,activate,BST2
VP40,signal,BST2
GP,inhibit,NPC1
GP,target,NPC1
GP,cleave,NPC1
GP,bind,STAT2
GP,interact,STAT2
GP,activate,STAT2
GP,inhibit,STAT2
GP,suppress,STAT2
GP,express,STAT2
GP,neutralize,STAT2
GP,target,STAT2
GP,link,FURIN
GP,link,GP2
GP,interact,GC
GP,block,NPC1
GP,neutralize,GC
GP,control,PRNT
GP,associate,CD4
GP,stimulate,CD4
GP,facilitate,NPC1
GP,cleave,FURIN
GP,transport,FURIN
GP,affect,NPC1
GP,express,FURIN
GP,control,FURIN
GP,inhibit,FURIN
GP,affect,FURIN
GP,replace,FURIN
NP,promote,SP6
L,associate,CD163
L,activate,CD163
GP,form,GP2
GP,associate,SI
GP,mediate,CD4
GP,inactivate,CD4
GP,neutralize,CD4
GP,encode,CD4
GP,control,CD4
GP,bind,SPR
GP,interact,SPR
GP,target,SPR
L,activate,CRP
L,involve,RPS3A
L,translate,RPS3A
GP,mediate,SIGLEC1
GP,involve,SIGLEC1
GP,mediate,HIP1R
GP,involve,HIP1R
GP,attach,GP2
GP,cleave,GP2
GP,associate,FURIN
GP,activate,GP2
GP,suppress,GP2
GP,neutralize,GP2
GP,bind,FURIN
GP,prevent,FURIN
VP35,express,TF
VP35,express,CD68
VP35,activate,CD68
VP35,ubiquitinate,IL6
VP35,ubiquitinate,ISG15
VP35,aggregate,ISG15
VP35,form,CD68
VP35,form,TF
GP,interact,TF
GP,express,TF
GP,target,TAT
GP,induce,CD4
NP,form,CDR2
NP,signal,CASP3
GP,trigger,GP2
GP,prevent,GP2
GP,enhance,NPC1
GP,prevent,NPC1
GP,disrupt,NPC1
GP,alter,NPC1
GP,impact,NPC1
GP,change,GP2
GP,sequester,GP2
L,inactivate,CD14
VP35,associate,AKIP1
VP35,activate,AKIP1
VP35,express,AKIP1
VP35,facilitate,AKIP1
VP35,signal,AKIP1
VP35,involve,AKIP1
VP35,interact,AKIP1
VP35,mediate,AKIP1
VP35,interact,PRKACA
VP35,associate,PRKACA
VP35,mediate,PRKACA
VP35,bind,AKIP1
VP35,enhance,AKIP1
VP35,control,AKIP1
VP35,bind,PRKACA
VP35,activate,PRKACA
VP35,enhance,PRKACA
VP35,control,PRKACA
VP35,express,PRKACA
VP35,translocate,PRKACA
VP35,translocate,AKIP1
VP35,phosphorylate,VASP
VP35,phosphorylate,CREB1
VP35,interact,ISG15
VP35,activate,ISG15
VP35,inhibit,ISG15
VP35,express,ISG15
VP35,affect,ISG15
VP35,inhibit,AKIP1
VP35,affect,AKIP1
VP35,promote,CREB1
VP35,phosphorylate,AKIP1
VP35,promote,AKIP1
VP35,activate,CREB1
VP35,suppress,CREB1
VP35,express,CREB1
VP35,suppress,PRKACA
VP35,phosphorylate,PRKACA
VP35,promote,PRKACA
VP35,induce,CREB1
NP,phosphorylate,CREB1
NP,facilitate,CREB1
NP,phosphorylate,PRKACA
NP,facilitate,PRKACA
NP,associate,CREB1
L,associate,AKIP1
L,inhibit,AKIP1
L,suppress,AKIP1
L,associate,CREB1
L,inhibit,CREB1
L,suppress,CREB1
L,interact,CREB1
L,activate,CREB1
L,involve,CREB1
VP35,modulate,CREB1
VP35,translocate,CREB1
VP35,express,SERPINB2
VP35,signal,SERPINB2
VP35,change,CREB1
VP35,regulate,CREB1
VP35,mediate,CREB1
VP35,interact,CREB1
VP35,regulate,AKIP1
L,promote,CREB1
VP35,aggregate,CREB1
VP35,involve,CREB1
VP35,activate,VASP
VP35,aggregate,VASP
VP35,involve,VASP
VP35,signal,CREB1
VP35,target,CREB1
VP35,suppress,AKIP1
VP35,inhibit,CREB1
VP35,bind,CREB1
VP35,express,G3BP1
VP30,express,AKIP1
GP,bind,EMILIN1
GP,inhibit,EMILIN1
GP,degrade,EMILIN1
VP40,bind,STAT1
VP40,activate,STAT1
VP40,inhibit,STAT1
VP40,induce,STAT1
VP40,signal,STAT1
VP40,associate,CTSG
VP40,associate,PRTN3
GP,express,MARCKS
VP40,express,MX1
GP,associate,IL2
GP,bind,CD4
GP,interact,CD4
GP,mediate,TLR4
VP35,block,IRF3
GP,activate,TLR4
GP,mediate,NPC1
GP,bind,HAVCR1
GP,encode,HAVCR1
GP,translate,FURIN
GP,translate,GP2
GP,change,JUN
GP,impact,JUN
GP,change,CIC
GP,impact,CIC
GP,activate,NPC1
NP,target,NPC1
VP40,interact,ABL1
VP40,link,ABL1
VP40,interact,NEDD4
VP40,ubiquitinate,NEDD4
VP40,facilitate,NEDD4
VP30,bind,DOK1
VP40,phosphorylate,ABL1
VP40,neutralize,KPNA1
GP,bind,ACE2
L,form,HR
GP,impair,CRP
NP,attach,HR
GP,form,FURIN
GP,impact,FURIN
GP,inhibit,BID
GP,control,BID
GP,associate,CD28
GP,activate,CD28
GP,induce,CD28
NP,utilize,TIMD4
NP,utilize,IRF1
NP,utilize,GBP5
NP,utilize,ARG1
VP30,express,ISG15
VP30,express,GBP5
VP24,block,STAT1
VP40,block,STAT1
VP40,inhibit,STAT2
VP40,block,STAT2
VP40,signal,STAT2
VP40,inhibit,STAT3
VP40,block,STAT3
VP40,signal,STAT3
VP40,inhibit,JAK1
VP40,block,JAK1
VP40,signal,JAK1
VP40,inhibit,TYK2
VP40,block,TYK2
VP40,signal,TYK2
VP40,activate,JAK1
VP40,express,GP2
GP,induce,NPC1
NP,recruit,NXF1
NP,express,NXF1
NP,facilitate,NXF1
L,recruit,CREB1
VP35,ubiquitinate,TRIM6
VP35,promote,TRIM6
GP,change,NPC1
VP30,phosphorylate,SRPK1
VP30,dephosphorylate,SRPK1
VP30,mediate,SRPK1
VP30,phosphorylate,SRPK2
VP30,dephosphorylate,SRPK2
VP30,mediate,SRPK2
VP30,recruit,SRPK1
GP,promote,NPC1
GP,bind,ASGR1
GP,bind,CD209
GP,bind,CLEC4M
GP,bind,CLEC10A
GP,bind,CLEC4G
GP,activate,XKR8
GP,transport,XKR8
GP,express,NPC1
VP40,interact,TSG101
GP,recruit,XKR8
NP,recruit,CAD
L,interact,HAVCR1
L,block,HAVCR1
L,prevent,HAVCR1
L,interact,NPC1
L,block,NPC1
L,prevent,NPC1
GP,perturb,NPC1
GP,destabilize,NPC1
GP,change,IDS
GP,change,ST13
GP,change,ST14
GP,change,ST18
GP,change,AGT
VP40,stimulate,CD14
VP40,express,CD14
VP40,activate,CD14
VP40,respond,CD14
VP40,enhance,CD14
VP40,mediate,CD14
NP,control,PC
VP24,interact,SEC13
VP24,transport,SEC13
VP24,regulate,SEC13
VP24,interact,SMARCC2
VP24,transport,SMARCC2
VP24,regulate,SMARCC2
VP24,interact,RPN1
VP24,target,RPN1
VP24,target,SMARCC2
GP,trigger,NPC1
L,bind,F5
L,activate,F5
GP,involve,GP2
GP,involve,NPC1
VP35,activate,IRF3
VP35,express,IRF3
VP35,activate,IRF7
VP35,express,IRF7
VP24,bind,STAT1
VP24,signal,IRF7
VP24,target,IRF7
VP24,signal,IRF3
VP24,target,IRF3
GP,induce,TLR4
VP35,bind,IRF3
VP35,phosphorylate,IRF3
VP35,prevent,IRF3
VP35,express,IFNB1
VP35,encode,IFNB1
VP35,signal,IFNB1
VP35,express,EIF2AK2
VP35,encode,EIF2AK2
VP35,signal,EIF2AK2
VP35,induce,IFNB1
VP35,block,IFNB1
VP35,trigger,IFNB1
VP35,change,IFNB1
VP35,control,IFNB1
VP35,change,EIF2AK2
VP35,activate,IFNB1
VP35,control,EIF2AK2
NP,target,CD68
GP,transport,CP
GP,neutralize,CP
GP,encode,GP2
GP,change,CRP
GP,change,SAA2
GP,interact,LRG1
GP,express,LRG1
GP,involve,LRG1
GP,signal,LRG1
GP,bind,LRG1
GP,activate,C1S
GP,recruit,C1S
GP,suppress,C1S
GP,express,C1S
GP,inactivate,C1S
GP,promote,C1S
GP,activate,C4B
GP,recruit,C4B
GP,suppress,C4B
GP,express,C4B
GP,inactivate,C4B
GP,promote,C4B
GP,interact,CCR5
GP,mediate,CCR5
GP,interact,CXCR4
GP,mediate,CXCR4
GP,bind,TYRO3
GP,promote,TYRO3
GP,bind,AXL
GP,promote,AXL
GP,bind,CLEC5A
GP,express,CLEC5A
GP,promote,CLEC5A
GP,express,AXL
GP,target,AXL
GP,cleave,TYRO3
GP,attach,TYRO3
GP,cleave,AXL
GP,attach,AXL
GP,cleave,MERTK
GP,attach,MERTK
VP24,bind,ISG15
VP24,block,ISG15
VP24,interfere,ISG15
GP,penetrate,NPC1
GP,maintain,PRNT
GP,block,CAT
GP,stabilize,CAT
GP,control,CAT
L,interact,TSG101
L,ubiquitinate,TSG101
L,interact,HECTD1
L,ubiquitinate,HECTD1
VP40,enhance,TG
VP35,associate,CD68
VP35,recruit,CD68
VP35,associate,CCR2
VP35,recruit,CCR2
GP,activate,APCS
GP,induce,APCS
GP,recruit,TLR4
GP,trigger,TLR4
GP,affect,TLR4
GP,modulate,TLR4
GP,control,TLR4
GP,change,GAPDH
GP,block,TLR4
GP,involve,TLR4
GP,inhibit,CD4
GP,promote,TLR4
GP,express,CD4
GP,express,CD40
GP,express,CD80
GP,control,CD40
GP,control,CD80
GP,activate,CD40
GP,stimulate,CD40
GP,induce,CD40
GP,enhance,CD40
GP,activate,CD80
GP,stimulate,CD80
GP,induce,CD80
GP,enhance,CD80
GP,express,GP2
GP,block,CD4
GP,trigger,CD40
GP,trigger,CD80
GP,activate,APC
GP,enhance,APC
GP,recognize,NPC1
GP,form,NPC1
GP,switch,NPC1
GP,control,NPC1
GP,express,C6
GP,cleave,GC
GP,form,GC
GP,inhibit,CPE
GP,neutralize,CPE
GP,bind,GC
GP,control,GC
GP,enhance,GC
GP,recognize,GP2
GP,maintain,GP2
GP,express,TBX21
GP,encode,TBX21
GP,regulate,TBX21
GP,stimulate,ICOS
GP,induce,ICOS
GP,express,ICOS
GP,prevent,MVD
GP,modulate,MVD
GP,control,MVD
GP,neutralize,MVD
GP,alter,MVD
L,bind,SPR
GP,associate,NPC1
GP,interfere,NPC1
GP,bind,TLR2
GP,activate,TLR2
GP,inhibit,TLR2
GP,modulate,TLR2
GP,induce,TLR2
GP,express,TLR2
GP,translocate,TLR2
GP,interfere,TLR2
GP,maintain,TLR2
GP,regulate,TLR2
GP,signal,TLR2
GP,bind,TLR3
GP,activate,TLR3
GP,inhibit,TLR3
GP,modulate,TLR3
GP,induce,TLR3
GP,express,TLR3
GP,translocate,TLR3
GP,interfere,TLR3
GP,maintain,TLR3
GP,regulate,TLR3
GP,signal,TLR3
GP,inhibit,TLR4
GP,translocate,TLR4
GP,interfere,TLR4
GP,maintain,TLR4
GP,regulate,TLR4
GP,bind,TLR7
GP,activate,TLR7
GP,inhibit,TLR7
GP,modulate,TLR7
GP,induce,TLR7
GP,express,TLR7
GP,translocate,TLR7
GP,interfere,TLR7
GP,maintain,TLR7
GP,regulate,TLR7
GP,signal,TLR7
GP,bind,MYD88
GP,activate,MYD88
GP,inhibit,MYD88
GP,modulate,MYD88
GP,induce,MYD88
GP,express,MYD88
GP,translocate,MYD88
GP,interfere,MYD88
GP,maintain,MYD88
GP,regulate,MYD88
GP,signal,MYD88
GP,bind,TRAF6
GP,activate,TRAF6
GP,inhibit,TRAF6
GP,modulate,TRAF6
GP,induce,TRAF6
GP,express,TRAF6
GP,translocate,TRAF6
GP,interfere,TRAF6
GP,maintain,TRAF6
GP,regulate,TRAF6
GP,signal,TRAF6
GP,bind,CAT
GP,activate,CAT
GP,inhibit,CAT
GP,modulate,CAT
GP,induce,CAT
GP,express,CAT
GP,translocate,CAT
GP,interfere,CAT
GP,maintain,CAT
GP,regulate,CAT
GP,signal,CAT
GP,bind,IRAK4
GP,activate,IRAK4
GP,inhibit,IRAK4
GP,modulate,IRAK4
GP,induce,IRAK4
GP,express,IRAK4
GP,translocate,IRAK4
GP,interfere,IRAK4
GP,maintain,IRAK4
GP,regulate,IRAK4
GP,signal,IRAK4
VP24,transport,STAT1
VP24,interfere,STAT1
GP,bind,NHS
GP,facilitate,GP2
GP,bind,IGHV6-1
GP,bind,IGKV4-1
GP,link,PRNT
GP,impact,CD4
NP,target,APC
NP,target,CD4
VP35,promote,IRF3
GP,bind,HLA-DPA1
GP,induce,GP2
GP,associate,MVD
GP,regulate,F5
GP,regulate,HRG
GP,regulate,SERPINC1
GP,regulate,KLKB1
GP,regulate,SERPIND1
GP,regulate,KNG1
GP,regulate,FGG
L,target,AFP
GP,control,F11
GP,promote,F11
VP40,express,ISG15
VP40,ubiquitinate,ISG15
VP40,interact,ISG15
VP40,activate,ISG15
VP40,inhibit,ISG15
VP40,block,ISG15
VP40,activate,NEDD4
VP40,inhibit,NEDD4
VP40,block,NEDD4
VP40,enhance,NEDD4
VP40,acetylate,NEDD4
VP40,regulate,NEDD4
VP40,promote,NEDD4
VP40,transport,NEDD4
VP40,ubiquitinate,TSG101
VP40,acetylate,TSG101
VP40,transport,TSG101
VP40,control,NEDD4
VP40,utilize,NEDD4
VP40,involve,NEDD4
VP40,express,NEDD4
VP40,mediate,NEDD4
VP40,alter,NEDD4
VP40,signal,NEDD4
VP40,change,NEDD4
VP40,interact,WWP2
VP40,acetylate,WWP2
VP40,affect,WWP2
VP40,affect,NEDD4
VP40,associate,WWP2
VP40,enhance,WWP2
VP40,change,WWP2
VP40,associate,NEDD4
VP40,interact,BAG3
VP40,impair,NEDD4
GP,utilize,NPC1
VP40,neutralize,PRNT
GP,modulate,NPC1
L,bind,NPC1
L,cleave,NPC1
GP,stimulate,IL2
GP,induce,IL2
GP,stimulate,GP2
GP,express,IL2
GP,disrupt,GP2
GP,stabilize,NPC1
GP,associate,SPR
GP,enhance,SPR
GP,bind,CD163
GP,activate,CD163
GP,express,CD163
VP24,impair,STAT1
VP24,involve,STAT1
L,change,ALB
GP,signal,GP2
GP,change,TLR4
GP,stabilize,TLR4
GP,prevent,TLR4
GP,impact,TLR4
GP,degrade,TLR4
GP,form,TLR4
GP,target,TLR4
GP,affect,FER
GP,control,FER
GP,maintain,FER
GP,express,SI
GP,recognize,SI
GP,activate,SI
GP,neutralize,SI
GP,induce,SI
GP,bind,SI
GP,translate,SI
GP,activate,CD4
GP,bind,LCK
GP,signal,LCK
GP,bind,CD69
GP,signal,CD69
GP,bind,CCR7
GP,bind,CD38
GP,activate,CD38
NP,signal,GAPDH
GP,stabilize,GP2
GP,destabilize,GP2
VP24,bind,KPNA1
VP24,bind,KPNA5
VP24,express,KPNA5
VP24,bind,KPNA6
VP24,express,KPNA6
GP,impair,CD4
GP,block,FURIN
GP,interact,IRF7
GP,activate,IRF7
GP,prevent,IRF7
GP,interfere,IRF7
GP,signal,IRF7
L,associate,NPC1
L,express,NPC1
VP35,interact,DYNLL1
VP35,sequester,ATMIN
VP35,sequester,DYNLL1
NP,control,MAX
NP,interact,AP1M1
NP,interact,AP1G1
GP,attach,FURIN
NP,induce,CD4
NP,control,CD4
GP,activate,BCR
GP,modulate,BCR
GP,signal,BCR
GP,interact,TIFA
GP,associate,TIFA
GP,express,TIFA
GP,involve,TIFA
GP,associate,GC
GP,target,GC
L,stimulate,ALB
GP,block,GP2
GP,interfere,GP2
VP24,target,STAT1
GP,cooperate,GP2
GP,express,STAT1
GP,bind,MFI
GP,transform,MFI
GP,express,CCR5
GP,express,NEB
GP,trigger,AXL
GP,transport,AXL
GP,change,AXL
NP,target,F3
GP,bind,LAMP1
GP,attach,LAMP1
GP,enable,NPC1
GP,enhance,LAMP1
L,maintain,LAMP1
GP,control,CD19
GP,change,CD4
GP,activate,MIP
GP,induce,MIP
GP,signal,MIP
GP,activate,TNF
GP,induce,TNF
GP,signal,TNF
GP,interact,FURIN
GP,connect,FURIN
GP,connect,GP2
GP,control,TH
VP24,prevent,CD80
VP24,prevent,CD86
GP,activate,CD83
GP,induce,CD83
GP,express,CD83
GP,activate,CD86
GP,induce,CD86
GP,express,CD86
VP35,bind,F9
L,express,ASS1
L,aggregate,MAVS
GP,block,CD2
GP,express,CD2
GP,recognize,CD2
GP,associate,CPE
GP,express,CPE
GP,affect,CPE
GP,impact,CPE
GP,link,CPE
L,facilitate,NPC1
GP,target,FURIN
GP,activate,RAC1
GP,stimulate,RAC1
GP,trigger,RAC1
GP,promote,RAC1
GP,signal,RAC1
GP,associate,GP2
L,change,ADA
L,change,PML
L,express,IRF1
L,regulate,IRF1
L,express,IRF9
L,regulate,IRF9
GP,stimulate,IRF1
GP,inhibit,IRF1
GP,express,IRF1
GP,alter,IRF1
GP,signal,IRF1
GP,target,IRF1
GP,control,IRF1
GP,inhibit,GBP5
GP,express,GBP5
GP,inhibit,VAMP5
GP,express,VAMP5
GP,activate,STAT1
GP,inhibit,STAT1
GP,phosphorylate,STAT1
GP,control,STAT1
GP,regulate,STAT1
GP,inhibit,GBP4
GP,inhibit,IFIT3
GP,inhibit,IFI27
GP,inhibit,C1S
GP,bind,IRF1
GP,bind,VAMP5
GP,stimulate,VAMP5
GP,replace,IRF1
L,recruit,CP
L,inhibit,SI
L,involve,DIO2
L,recruit,DIO2
L,interact,DIO2
L,express,DIO2
L,signal,DIO2
L,associate,DIO2
L,modulate,DIO2
L,link,DIO2
L,target,DIO2
VP30,encode,GC
VP35,affect,CD68
VP35,control,CD68
GP,interact,HSPA1A
GP,control,HSPA1A
GP,interact,MAPK11
GP,control,MAPK11
GP,interact,NTRK1
GP,control,NTRK1
GP,interact,FLT4
GP,control,FLT4
GP,interact,HSPA8
GP,control,HSPA8
GP,interact,HSP90AB1
GP,control,HSP90AB1
GP,interact,YWHAZ
GP,control,YWHAZ
GP,interact,ARFGAP1
GP,control,ARFGAP1
GP,interact,ANXA5
GP,control,ANXA5
VP40,associate,C2
VP40,transport,C2
GP,signal,FURIN
VP40,express,IQGAP1
VP40,ubiquitinate,IQGAP1
VP40,transport,IQGAP1
VP40,regulate,IQGAP1
VP40,express,SEC24C
VP40,ubiquitinate,SEC24C
VP40,transport,SEC24C
VP40,regulate,SEC24C
VP40,suppress,RAB11A
VP40,control,RAB11A
VP40,control,GAPDH
VP40,signal,GAPDH
VP40,bind,SEC24C
VP40,enhance,SEC24C
VP40,alter,SEC24C
VP40,mediate,MET
VP40,interact,SEC24C
VP40,phosphorylate,TYR
VP35,translocate,IRF3
L,inhibit,TG
L,induce,TG
L,trigger,TG
L,express,TG
L,enhance,TG
L,control,TG
NP,induce,TG
L,maintain,TG
L,translate,TG
L,respond,TG
L,enhance,ATF4
L,encode,ATF4
L,translate,ATF4
VP30,inhibit,MAP3K5
VP30,express,MAP3K5
VP30,inhibit,IFI6
VP30,express,IFI6
VP30,express,BTN3A3
VP30,inhibit,BTN3A3
GP,inhibit,IFITM3
GP,express,IFITM3
GP,encode,IFITM3
GP,control,IFITM3
GP,activate,IFITM3
GP,interfere,AKT3
GP,inhibit,ODC1
GP,induce,ODC1
GP,inhibit,AKT3
GP,induce,AKT3
GP,inhibit,FLT1
GP,induce,FLT1
GP,mediate,ODC1
GP,inhibit,BST2
GP,control,BST2
NP,inhibit,CCDC92
NP,express,CCDC92
NP,interact,CCDC92
NP,activate,CCDC92
NP,prevent,CCDC92
NP,form,CCDC92
NP,aggregate,CCDC92
NP,signal,CCDC92
VP30,suppress,CCDC92
VP30,express,CCDC92
NP,bind,CCDC92
VP30,interact,CCDC92
VP30,inhibit,CCDC92
VP40,inhibit,CCDC92
VP40,express,CCDC92
VP40,interact,CCDC92
NP,express,BTN3A3
VP30,control,CCDC92
VP30,control,BTN3A3
VP40,bind,CCDC92
VP40,disrupt,CCDC92
NP,control,CCDC92
NP,affect,BTN3A3
VP30,activate,CCDC92
NP,mediate,CCDC92
NP,impact,CCDC92
NP,interfere,CCDC92
L,interact,CCDC92
L,express,CCDC92
NP,associate,CCDC92
VP30,form,CCDC92
NP,involve,CCDC92
NP,disrupt,CCDC92
GP,inhibit,CCDC92
VP40,transport,CCDC92
VP30,bind,CCDC92
VP30,target,CCDC92
VP30,encode,BTN3A3
GP,express,BTN3A3
GP,encode,BTN3A3
GP,mediate,IFITM3
GP,signal,PFKFB3
GP,signal,ODC1
GP,signal,MAP3K5
GP,signal,AKT3
GP,signal,GBP2
GP,signal,DCP1A
GP,signal,BTN3A3
GP,signal,CCDC92
GP,signal,FLT1
VP30,interact,SET
VP30,recruit,SET
VP30,regulate,SET
VP30,interact,SMYD3
VP30,recruit,SMYD3
VP30,regulate,SMYD3
NP,transport,NXF1
NP,interact,RUVBL2
NP,form,RUVBL2
VP35,interact,PIAS1
VP35,activate,PIAS1
VP35,suppress,PIAS1
VP40,activate,GP2
VP40,stimulate,GP2
VP40,promote,GP2
VP40,signal,GP2
VP24,interact,STAT1
VP24,activate,GP2
VP24,change,GP2
VP24,signal,GP2
GP,signal,NPC1
GP,express,ADNP
GP,enhance,CLEC4G
GP,facilitate,AXL
GP,interact,TYRO3
VP40,form,TSG101
VP40,translocate,TSG101
VP40,associate,GP2
VP40,regulate,GP2
GP,induce,TYRO3
VP40,promote,ACE2
GP,express,ACE2
GP,activate,FURIN
GP,mediate,TYRO3
GP,mediate,AXL
VP24,impair,KPNA5
VP24,impair,KPNA6
VP24,interact,KPNA5
VP24,affect,KPNA5
